nota,waktu,pembeli
tri-1648246093928,2022-03-26 05:08:13.928,tri
tri-1635756880067,2021-11-01 15:54:40.067,tri
tri-1623341442515,2021-06-10 23:10:42.515,tri
tri-1618053028455,2021-04-10 18:10:28.455,tri
jefri-1648928093808,2022-04-03 02:34:53.808,jefri
iqbal-1620734499593,2021-05-11 19:01:39.593,iqbal
tri-1648776316615,2022-04-01 08:25:16.615,tri
akbar-1618827953125,2021-04-19 17:25:53.125,akbar
akbar-1628261860942,2021-08-06 21:57:40.942,akbar
akbar-1626030779617,2021-07-12 02:12:59.617,akbar
iqbal-1640199543571,2021-12-23 01:59:03.571,iqbal
tri-1642134492185,2022-01-14 11:28:12.185,tri
iqbal-1618016249025,2021-04-10 07:57:29.025,iqbal
akbar-1619369651304,2021-04-25 23:54:11.304,akbar
akbar-1637940269807,2021-11-26 22:24:29.807,akbar
tri-1623917254024,2021-06-17 15:07:34.024,tri
akbar-1636690348649,2021-11-12 11:12:28.649,akbar
iqbal-1644059134539,2022-02-05 18:05:34.539,iqbal
tri-1633333325111,2021-10-04 14:42:05.111,tri
jefri-1634011994009,2021-10-12 11:13:14.009,jefri
akbar-1647260353683,2022-03-14 19:19:13.683,akbar
akbar-1631610886521,2021-09-14 16:14:46.521,akbar
tri-1623836101990,2021-06-16 16:35:01.99,tri
iqbal-1637309165357,2021-11-19 15:06:05.357,iqbal
jefri-1639514645486,2021-12-15 03:44:05.486,jefri
iqbal-1641070207790,2022-01-02 03:50:07.79,iqbal
akbar-1640404224361,2021-12-25 10:50:24.361,akbar
akbar-1640255286775,2021-12-23 17:28:06.775,akbar
iqbal-1622213048756,2021-05-28 21:44:08.756,iqbal
akbar-1648757345278,2022-04-01 03:09:05.278,akbar
tri-1624232043833,2021-06-21 06:34:03.833,tri
jefri-1622805883009,2021-06-04 18:24:43.009,jefri
akbar-1629439138421,2021-08-20 12:58:58.421,akbar
tri-1622939653795,2021-06-06 07:34:13.795,tri
jefri-1641506380021,2022-01-07 04:59:40.021,jefri
iqbal-1638560320054,2021-12-04 02:38:40.054,iqbal
iqbal-1630402529883,2021-08-31 16:35:29.883,iqbal
tri-1631448633932,2021-09-12 19:10:33.932,tri
akbar-1643276583547,2022-01-27 16:43:03.547,akbar
jefri-1640799414238,2021-12-30 00:36:54.238,jefri
iqbal-1639425932186,2021-12-14 03:05:32.186,iqbal
jefri-1633312262770,2021-10-04 08:51:02.77,jefri
akbar-1643552229186,2022-01-30 21:17:09.186,akbar
tri-1645899225005,2022-02-27 01:13:45.005,tri
iqbal-1631697514675,2021-09-15 16:18:34.675,iqbal
iqbal-1621436925595,2021-05-19 22:08:45.595,iqbal
jefri-1631791010799,2021-09-16 18:16:50.799,jefri
iqbal-1618491459633,2021-04-15 19:57:39.633,iqbal
iqbal-1647470663430,2022-03-17 05:44:23.43,iqbal
iqbal-1647439551750,2022-03-16 21:05:51.75,iqbal
tri-1621750289267,2021-05-23 13:11:29.267,tri
jefri-1648062442452,2022-03-24 02:07:22.452,jefri
jefri-1631713775853,2021-09-15 20:49:35.853,jefri
tri-1647474771023,2022-03-17 06:52:51.023,tri
jefri-1627140214609,2021-07-24 22:23:34.609,jefri
akbar-1629737349784,2021-08-23 23:49:09.784,akbar
akbar-1619709420008,2021-04-29 22:17:00.008,akbar
akbar-1635975692500,2021-11-04 04:41:32.5,akbar
iqbal-1643893872875,2022-02-03 20:11:12.875,iqbal
jefri-1626487855830,2021-07-17 09:10:55.83,jefri
iqbal-1644644638154,2022-02-12 12:43:58.154,iqbal
jefri-1636487157374,2021-11-10 02:45:57.374,jefri
jefri-1646632687616,2022-03-07 12:58:07.616,jefri
iqbal-1622742508889,2021-06-04 00:48:28.889,iqbal
iqbal-1631919170649,2021-09-18 05:52:50.649,iqbal
jefri-1638313236152,2021-12-01 06:00:36.152,jefri
iqbal-1625215520382,2021-07-02 15:45:20.382,iqbal
akbar-1639590780166,2021-12-16 00:53:00.166,akbar
akbar-1639855476812,2021-12-19 02:24:36.812,akbar
iqbal-1630682522340,2021-09-03 22:22:02.34,iqbal
jefri-1626211251568,2021-07-14 04:20:51.568,jefri
iqbal-1631690595150,2021-09-15 14:23:15.15,iqbal
akbar-1618204419939,2021-04-12 12:13:39.939,akbar
iqbal-1630199974385,2021-08-29 08:19:34.385,iqbal
akbar-1630353643527,2021-08-31 03:00:43.527,akbar
jefri-1643084408952,2022-01-25 11:20:08.952,jefri
jefri-1633468517081,2021-10-06 04:15:17.081,jefri
akbar-1623165491968,2021-06-08 22:18:11.968,akbar
akbar-1639523750045,2021-12-15 06:15:50.045,akbar
tri-1648072528273,2022-03-24 04:55:28.273,tri
tri-1619605059685,2021-04-28 17:17:39.685,tri
tri-1632538430180,2021-09-25 09:53:50.18,tri
tri-1645156403864,2022-02-18 10:53:23.864,tri
jefri-1621360105094,2021-05-19 00:48:25.094,jefri
iqbal-1637376589484,2021-11-20 09:49:49.484,iqbal
tri-1624680816501,2021-06-26 11:13:36.501,tri
akbar-1644156788553,2022-02-06 21:13:08.553,akbar
iqbal-1624902769441,2021-06-29 00:52:49.441,iqbal
jefri-1632802419330,2021-09-28 11:13:39.33,jefri
iqbal-1622161568149,2021-05-28 07:26:08.149,iqbal
jefri-1632898125768,2021-09-29 13:48:45.768,jefri
iqbal-1636222252842,2021-11-07 01:10:52.842,iqbal
jefri-1637489542725,2021-11-21 17:12:22.725,jefri
tri-1641388683874,2022-01-05 20:18:03.874,tri
iqbal-1648505296018,2022-03-29 05:08:16.018,iqbal
tri-1633414082280,2021-10-05 13:08:02.28,tri
akbar-1634634745882,2021-10-19 16:12:25.882,akbar
tri-1643808648344,2022-02-02 20:30:48.344,tri
jefri-1635592201444,2021-10-30 18:10:01.444,jefri
iqbal-1642059043827,2022-01-13 14:30:43.827,iqbal
jefri-1622369317718,2021-05-30 17:08:37.718,jefri
tri-1625263258286,2021-07-03 05:00:58.286,tri
jefri-1629508666631,2021-08-21 08:17:46.631,jefri
akbar-1623312904762,2021-06-10 15:15:04.762,akbar
akbar-1639999115287,2021-12-20 18:18:35.287,akbar
tri-1647682252299,2022-03-19 16:30:52.299,tri
akbar-1635527285575,2021-10-30 00:08:05.575,akbar
tri-1631713389623,2021-09-15 20:43:09.623,tri
jefri-1632886552175,2021-09-29 10:35:52.175,jefri
tri-1646400984109,2022-03-04 20:36:24.109,tri
iqbal-1641640059686,2022-01-08 18:07:39.686,iqbal
jefri-1617963651197,2021-04-09 17:20:51.197,jefri
akbar-1639812808541,2021-12-18 14:33:28.541,akbar
akbar-1619711758441,2021-04-29 22:55:58.441,akbar
iqbal-1625355245833,2021-07-04 06:34:05.833,iqbal
tri-1630716663057,2021-09-04 07:51:03.057,tri
akbar-1630604921240,2021-09-03 00:48:41.24,akbar
jefri-1624712050135,2021-06-26 19:54:10.135,jefri
tri-1643990243479,2022-02-04 22:57:23.479,tri
jefri-1637653860880,2021-11-23 14:51:00.88,jefri
iqbal-1630207268161,2021-08-29 10:21:08.161,iqbal
tri-1648070927550,2022-03-24 04:28:47.55,tri
akbar-1623756777067,2021-06-15 18:32:57.067,akbar
tri-1628610810556,2021-08-10 22:53:30.556,tri
iqbal-1630634446861,2021-09-03 09:00:46.861,iqbal
jefri-1627051681853,2021-07-23 21:48:01.853,jefri
jefri-1634901459014,2021-10-22 18:17:39.014,jefri
akbar-1637120694783,2021-11-17 10:44:54.783,akbar
iqbal-1646241696069,2022-03-03 00:21:36.069,iqbal
jefri-1645888009083,2022-02-26 22:06:49.083,jefri
akbar-1623406058728,2021-06-11 17:07:38.728,akbar
iqbal-1629041312001,2021-08-15 22:28:32.001,iqbal
jefri-1628812249167,2021-08-13 06:50:49.167,jefri
akbar-1642232121711,2022-01-15 14:35:21.711,akbar
iqbal-1618833452753,2021-04-19 18:57:32.753,iqbal
iqbal-1642456732145,2022-01-18 04:58:52.145,iqbal
tri-1633676227850,2021-10-08 13:57:07.85,tri
jefri-1638474652988,2021-12-03 02:50:52.988,jefri
tri-1640908652080,2021-12-31 06:57:32.08,tri
iqbal-1638654796249,2021-12-05 04:53:16.249,iqbal
tri-1620706349122,2021-05-11 11:12:29.122,tri
iqbal-1625025876574,2021-06-30 11:04:36.574,iqbal
iqbal-1639790853155,2021-12-18 08:27:33.155,iqbal
iqbal-1645222346109,2022-02-19 05:12:26.109,iqbal
akbar-1634698877253,2021-10-20 10:01:17.253,akbar
jefri-1624988818402,2021-06-30 00:46:58.402,jefri
iqbal-1645878423218,2022-02-26 19:27:03.218,iqbal
jefri-1637676182462,2021-11-23 21:03:02.462,jefri
jefri-1624810469803,2021-06-27 23:14:29.803,jefri
tri-1647249108354,2022-03-14 16:11:48.354,tri
akbar-1633292225978,2021-10-04 03:17:05.978,akbar
iqbal-1618210933366,2021-04-12 14:02:13.366,iqbal
jefri-1627266683069,2021-07-26 09:31:23.069,jefri
jefri-1625716116390,2021-07-08 10:48:36.39,jefri
akbar-1627109245323,2021-07-24 13:47:25.323,akbar
iqbal-1636488750663,2021-11-10 03:12:30.663,iqbal
tri-1636287610881,2021-11-07 19:20:10.881,tri
tri-1634751701990,2021-10-21 00:41:41.99,tri
jefri-1632345625495,2021-09-23 04:20:25.495,jefri
akbar-1625660726330,2021-07-07 19:25:26.33,akbar
iqbal-1645747510040,2022-02-25 07:05:10.04,iqbal
akbar-1620407037747,2021-05-08 00:03:57.747,akbar
iqbal-1639124519151,2021-12-10 15:21:59.151,iqbal
tri-1627798237973,2021-08-01 13:10:37.973,tri
jefri-1648325585521,2022-03-27 03:13:05.521,jefri
akbar-1626736505610,2021-07-20 06:15:05.61,akbar
tri-1618003280199,2021-04-10 04:21:20.199,tri
iqbal-1636162961871,2021-11-06 08:42:41.871,iqbal
iqbal-1633303208710,2021-10-04 06:20:08.71,iqbal
akbar-1649171546008,2022-04-05 22:12:26.008,akbar
iqbal-1618598934867,2021-04-17 01:48:54.867,iqbal
tri-1649296580210,2022-04-07 08:56:20.21,tri
iqbal-1620449674360,2021-05-08 11:54:34.36,iqbal
iqbal-1625192398396,2021-07-02 09:19:58.396,iqbal
akbar-1638170129467,2021-11-29 14:15:29.467,akbar
tri-1636071007126,2021-11-05 07:10:07.126,tri
akbar-1636291297018,2021-11-07 20:21:37.018,akbar
jefri-1629254667625,2021-08-18 09:44:27.625,jefri
jefri-1643067703690,2022-01-25 06:41:43.69,jefri
akbar-1632099241558,2021-09-20 07:54:01.558,akbar
iqbal-1630708443027,2021-09-04 05:34:03.027,iqbal
akbar-1636220114904,2021-11-07 00:35:14.904,akbar
iqbal-1628213905823,2021-08-06 08:38:25.823,iqbal
jefri-1646169392684,2022-03-02 04:16:32.684,jefri
iqbal-1633201540402,2021-10-03 02:05:40.402,iqbal
iqbal-1619871769660,2021-05-01 19:22:49.66,iqbal
akbar-1626864761715,2021-07-21 17:52:41.715,akbar
akbar-1621728958073,2021-05-23 07:15:58.073,akbar
iqbal-1620302646683,2021-05-06 19:04:06.683,iqbal
iqbal-1636217584345,2021-11-06 23:53:04.345,iqbal
iqbal-1626174082169,2021-07-13 18:01:22.169,iqbal
tri-1623038379007,2021-06-07 10:59:39.007,tri
akbar-1636652417862,2021-11-12 00:40:17.862,akbar
iqbal-1640404317802,2021-12-25 10:51:57.802,iqbal
tri-1633676027337,2021-10-08 13:53:47.337,tri
akbar-1630783245190,2021-09-05 02:20:45.19,akbar
akbar-1639170598360,2021-12-11 04:09:58.36,akbar
iqbal-1621275889581,2021-05-18 01:24:49.581,iqbal
akbar-1642848544232,2022-01-22 17:49:04.232,akbar
tri-1647202238238,2022-03-14 03:10:38.238,tri
iqbal-1636558915674,2021-11-10 22:41:55.674,iqbal
iqbal-1621231409352,2021-05-17 13:03:29.352,iqbal
iqbal-1634933868323,2021-10-23 03:17:48.323,iqbal
tri-1623145002330,2021-06-08 16:36:42.33,tri
akbar-1635997245545,2021-11-04 10:40:45.545,akbar
iqbal-1644513026041,2022-02-11 00:10:26.041,iqbal
iqbal-1620509345020,2021-05-09 04:29:05.02,iqbal
tri-1628700263173,2021-08-11 23:44:23.173,tri
akbar-1633501835950,2021-10-06 13:30:35.95,akbar
tri-1638631445374,2021-12-04 22:24:05.374,tri
akbar-1621317987299,2021-05-18 13:06:27.299,akbar
iqbal-1625927149138,2021-07-10 21:25:49.138,iqbal
tri-1629854105713,2021-08-25 08:15:05.713,tri
tri-1630084134975,2021-08-28 00:08:54.975,tri
iqbal-1619277531591,2021-04-24 22:18:51.591,iqbal
jefri-1641149830258,2022-01-03 01:57:10.258,jefri
jefri-1633342154976,2021-10-04 17:09:14.976,jefri
jefri-1635178191173,2021-10-25 23:09:51.173,jefri
tri-1620279392490,2021-05-06 12:36:32.49,tri
tri-1617906394102,2021-04-09 01:26:34.102,tri
jefri-1646698619785,2022-03-08 07:16:59.785,jefri
jefri-1631144530257,2021-09-09 06:42:10.257,jefri
jefri-1633152126884,2021-10-02 12:22:06.884,jefri
jefri-1625524275020,2021-07-06 05:31:15.02,jefri
akbar-1618550815933,2021-04-16 12:26:55.933,akbar
jefri-1624928527793,2021-06-29 08:02:07.793,jefri
iqbal-1646053398290,2022-02-28 20:03:18.29,iqbal
tri-1641554110096,2022-01-07 18:15:10.096,tri
tri-1632014918077,2021-09-19 08:28:38.077,tri
akbar-1629066658973,2021-08-16 05:30:58.973,akbar
jefri-1640609666464,2021-12-27 19:54:26.464,jefri
akbar-1621968396750,2021-05-26 01:46:36.75,akbar
tri-1622892459423,2021-06-05 18:27:39.423,tri
iqbal-1619472059991,2021-04-27 04:20:59.991,iqbal
iqbal-1618175848537,2021-04-12 04:17:28.537,iqbal
jefri-1648426659153,2022-03-28 07:17:39.153,jefri
tri-1634367883497,2021-10-16 14:04:43.497,tri
jefri-1641642290966,2022-01-08 18:44:50.966,jefri
akbar-1642421870840,2022-01-17 19:17:50.84,akbar
akbar-1643851641151,2022-02-03 08:27:21.151,akbar
tri-1644096792498,2022-02-06 04:33:12.498,tri
tri-1645578716488,2022-02-23 08:11:56.488,tri
akbar-1639006628455,2021-12-09 06:37:08.455,akbar
jefri-1620832081673,2021-05-12 22:08:01.673,jefri
tri-1626553149156,2021-07-18 03:19:09.156,tri
iqbal-1629629944460,2021-08-22 17:59:04.46,iqbal
tri-1623560388935,2021-06-13 11:59:48.935,tri
tri-1644371152646,2022-02-09 08:45:52.646,tri
jefri-1625812650257,2021-07-09 13:37:30.257,jefri
jefri-1623749208632,2021-06-15 16:26:48.632,jefri
tri-1639665345280,2021-12-16 21:35:45.28,tri
akbar-1636814016589,2021-11-13 21:33:36.589,akbar
iqbal-1648892882606,2022-04-02 16:48:02.606,iqbal
jefri-1627213786588,2021-07-25 18:49:46.588,jefri
akbar-1627323025763,2021-07-27 01:10:25.763,akbar
iqbal-1638323418085,2021-12-01 08:50:18.085,iqbal
tri-1643000146748,2022-01-24 11:55:46.748,tri
akbar-1632428610255,2021-09-24 03:23:30.255,akbar
jefri-1643373370875,2022-01-28 19:36:10.875,jefri
jefri-1619182109212,2021-04-23 19:48:29.212,jefri
tri-1642639587341,2022-01-20 07:46:27.341,tri
tri-1622926009287,2021-06-06 03:46:49.287,tri
jefri-1644949129368,2022-02-16 01:18:49.368,jefri
iqbal-1635888721976,2021-11-03 04:32:01.976,iqbal
jefri-1639661621211,2021-12-16 20:33:41.211,jefri
akbar-1642777985913,2022-01-21 22:13:05.913,akbar
iqbal-1635150775149,2021-10-25 15:32:55.149,iqbal
jefri-1626113438923,2021-07-13 01:10:38.923,jefri
jefri-1640722429883,2021-12-29 03:13:49.883,jefri
jefri-1645845725573,2022-02-26 10:22:05.573,jefri
iqbal-1620727722812,2021-05-11 17:08:42.812,iqbal
tri-1635741469965,2021-11-01 11:37:49.965,tri
akbar-1635260703572,2021-10-26 22:05:03.572,akbar
iqbal-1631422408235,2021-09-12 11:53:28.235,iqbal
tri-1637913466024,2021-11-26 14:57:46.024,tri
jefri-1636568413494,2021-11-11 01:20:13.494,jefri
tri-1636649001368,2021-11-11 23:43:21.368,tri
iqbal-1636356590268,2021-11-08 14:29:50.268,iqbal
tri-1618275066730,2021-04-13 07:51:06.73,tri
tri-1629383873733,2021-08-19 21:37:53.733,tri
iqbal-1634995598777,2021-10-23 20:26:38.777,iqbal
iqbal-1639779707576,2021-12-18 05:21:47.576,iqbal
akbar-1635767831482,2021-11-01 18:57:11.482,akbar
iqbal-1633968598635,2021-10-11 23:09:58.635,iqbal
tri-1642421588795,2022-01-17 19:13:08.795,tri
iqbal-1633639497417,2021-10-08 03:44:57.417,iqbal
iqbal-1633514767523,2021-10-06 17:06:07.523,iqbal
akbar-1628924446771,2021-08-14 14:00:46.771,akbar
jefri-1645962895478,2022-02-27 18:54:55.478,jefri
iqbal-1643852775529,2022-02-03 08:46:15.529,iqbal
iqbal-1626473622775,2021-07-17 05:13:42.775,iqbal
akbar-1635891026387,2021-11-03 05:10:26.387,akbar
iqbal-1621241169166,2021-05-17 15:46:09.166,iqbal
iqbal-1619185976687,2021-04-23 20:52:56.687,iqbal
tri-1648854772911,2022-04-02 06:12:52.911,tri
iqbal-1638972583306,2021-12-08 21:09:43.306,iqbal
akbar-1625169446052,2021-07-02 02:57:26.052,akbar
akbar-1637006756321,2021-11-16 03:05:56.321,akbar
tri-1643146589509,2022-01-26 04:36:29.509,tri
tri-1625208353537,2021-07-02 13:45:53.537,tri
tri-1640429523847,2021-12-25 17:52:03.847,tri
iqbal-1648795503011,2022-04-01 13:45:03.011,iqbal
tri-1624311719398,2021-06-22 04:41:59.398,tri
iqbal-1636255940001,2021-11-07 10:32:20.001,iqbal
akbar-1627717921971,2021-07-31 14:52:01.971,akbar
jefri-1627061423475,2021-07-24 00:30:23.475,jefri
jefri-1622289169737,2021-05-29 18:52:49.737,jefri
akbar-1628260578145,2021-08-06 21:36:18.145,akbar
iqbal-1618336115333,2021-04-14 00:48:35.333,iqbal
akbar-1622442557238,2021-05-31 13:29:17.238,akbar
tri-1621776301806,2021-05-23 20:25:01.806,tri
tri-1625998249195,2021-07-11 17:10:49.195,tri
akbar-1634683683367,2021-10-20 05:48:03.367,akbar
tri-1644945988001,2022-02-16 00:26:28.001,tri
akbar-1634321904440,2021-10-16 01:18:24.44,akbar
akbar-1648641247486,2022-03-30 18:54:07.486,akbar
akbar-1628287442367,2021-08-07 05:04:02.367,akbar
akbar-1625211427267,2021-07-02 14:37:07.267,akbar
iqbal-1633261732081,2021-10-03 18:48:52.081,iqbal
iqbal-1628270647385,2021-08-07 00:24:07.385,iqbal
tri-1618089727379,2021-04-11 04:22:07.379,tri
iqbal-1647435096553,2022-03-16 19:51:36.553,iqbal
iqbal-1620735273424,2021-05-11 19:14:33.424,iqbal
akbar-1626177118564,2021-07-13 18:51:58.564,akbar
tri-1633772597947,2021-10-09 16:43:17.947,tri
tri-1637225469194,2021-11-18 15:51:09.194,tri
tri-1637151914849,2021-11-17 19:25:14.849,tri
tri-1621504081836,2021-05-20 16:48:01.836,tri
jefri-1628935508938,2021-08-14 17:05:08.938,jefri
akbar-1635529763218,2021-10-30 00:49:23.218,akbar
tri-1640859739229,2021-12-30 17:22:19.229,tri
akbar-1637159217987,2021-11-17 21:26:57.987,akbar
jefri-1640034982598,2021-12-21 04:16:22.598,jefri
akbar-1645038677218,2022-02-17 02:11:17.218,akbar
iqbal-1648697980292,2022-03-31 10:39:40.292,iqbal
jefri-1633956416789,2021-10-11 19:46:56.789,jefri
iqbal-1633814667305,2021-10-10 04:24:27.305,iqbal
akbar-1648026629365,2022-03-23 16:10:29.365,akbar
akbar-1631902209978,2021-09-18 01:10:09.978,akbar
akbar-1618229894105,2021-04-12 19:18:14.105,akbar
jefri-1636250986253,2021-11-07 09:09:46.253,jefri
tri-1624087978665,2021-06-19 14:32:58.665,tri
jefri-1624788319661,2021-06-27 17:05:19.661,jefri
iqbal-1645278212464,2022-02-19 20:43:32.464,iqbal
iqbal-1639408956713,2021-12-13 22:22:36.713,iqbal
akbar-1618196410484,2021-04-12 10:00:10.484,akbar
iqbal-1646438750928,2022-03-05 07:05:50.928,iqbal
akbar-1636415578514,2021-11-09 06:52:58.514,akbar
jefri-1644436191761,2022-02-10 02:49:51.761,jefri
iqbal-1620954546448,2021-05-14 08:09:06.448,iqbal
iqbal-1631833768700,2021-09-17 06:09:28.7,iqbal
iqbal-1618376246482,2021-04-14 11:57:26.482,iqbal
akbar-1624030340948,2021-06-18 22:32:20.948,akbar
akbar-1627208047719,2021-07-25 17:14:07.719,akbar
tri-1622374024574,2021-05-30 18:27:04.574,tri
iqbal-1648865214551,2022-04-02 09:06:54.551,iqbal
jefri-1619410162251,2021-04-26 11:09:22.251,jefri
jefri-1648463048259,2022-03-28 17:24:08.259,jefri
jefri-1637907035358,2021-11-26 13:10:35.358,jefri
akbar-1620332901367,2021-05-07 03:28:21.367,akbar
tri-1648042144751,2022-03-23 20:29:04.751,tri
iqbal-1622313924558,2021-05-30 01:45:24.558,iqbal
iqbal-1624088054002,2021-06-19 14:34:14.002,iqbal
iqbal-1631823136064,2021-09-17 03:12:16.064,iqbal
jefri-1634336215116,2021-10-16 05:16:55.116,jefri
iqbal-1631206601425,2021-09-09 23:56:41.425,iqbal
akbar-1619667064030,2021-04-29 10:31:04.03,akbar
iqbal-1623948417212,2021-06-17 23:46:57.212,iqbal
tri-1635855647353,2021-11-02 19:20:47.353,tri
akbar-1627065237836,2021-07-24 01:33:57.836,akbar
akbar-1627105871234,2021-07-24 12:51:11.234,akbar
jefri-1639953158024,2021-12-20 05:32:38.024,jefri
tri-1625098542169,2021-07-01 07:15:42.169,tri
tri-1619382191328,2021-04-26 03:23:11.328,tri
akbar-1627432931928,2021-07-28 07:42:11.928,akbar
iqbal-1641372797593,2022-01-05 15:53:17.593,iqbal
iqbal-1637931020023,2021-11-26 19:50:20.023,iqbal
akbar-1636589884725,2021-11-11 07:18:04.725,akbar
akbar-1648961352696,2022-04-03 11:49:12.696,akbar
iqbal-1644099221702,2022-02-06 05:13:41.702,iqbal
jefri-1631913094412,2021-09-18 04:11:34.412,jefri
iqbal-1647034657699,2022-03-12 04:37:37.699,iqbal
iqbal-1637246464876,2021-11-18 21:41:04.876,iqbal
iqbal-1643615360250,2022-01-31 14:49:20.25,iqbal
tri-1630321925603,2021-08-30 18:12:05.603,tri
tri-1646547085553,2022-03-06 13:11:25.553,tri
akbar-1622493650859,2021-06-01 03:40:50.859,akbar
iqbal-1640376013658,2021-12-25 03:00:13.658,iqbal
jefri-1645036781555,2022-02-17 01:39:41.555,jefri
iqbal-1622723608066,2021-06-03 19:33:28.066,iqbal
iqbal-1633454070165,2021-10-06 00:14:30.165,iqbal
akbar-1641400604291,2022-01-05 23:36:44.291,akbar
akbar-1638405622175,2021-12-02 07:40:22.175,akbar
iqbal-1637710387899,2021-11-24 06:33:07.899,iqbal
jefri-1622822998579,2021-06-04 23:09:58.579,jefri
iqbal-1625431856611,2021-07-05 03:50:56.611,iqbal
iqbal-1642915690249,2022-01-23 12:28:10.249,iqbal
jefri-1630988801720,2021-09-07 11:26:41.72,jefri
tri-1645149077649,2022-02-18 08:51:17.649,tri
jefri-1641870158759,2022-01-11 10:02:38.759,jefri
jefri-1638617001892,2021-12-04 18:23:21.892,jefri
akbar-1627686138757,2021-07-31 06:02:18.757,akbar
iqbal-1645039602906,2022-02-17 02:26:42.906,iqbal
iqbal-1625198337984,2021-07-02 10:58:57.984,iqbal
akbar-1623984111044,2021-06-18 09:41:51.044,akbar
tri-1627999842353,2021-08-03 21:10:42.353,tri
iqbal-1642283568802,2022-01-16 04:52:48.802,iqbal
jefri-1647581768736,2022-03-18 12:36:08.736,jefri
jefri-1633353701314,2021-10-04 20:21:41.314,jefri
jefri-1645342498779,2022-02-20 14:34:58.779,jefri
iqbal-1642772994750,2022-01-21 20:49:54.75,iqbal
iqbal-1636496818039,2021-11-10 05:26:58.039,iqbal
akbar-1627024798162,2021-07-23 14:19:58.162,akbar
iqbal-1648209451968,2022-03-25 18:57:31.968,iqbal
jefri-1625260508672,2021-07-03 04:15:08.672,jefri
jefri-1618427170680,2021-04-15 02:06:10.68,jefri
iqbal-1641261393721,2022-01-04 08:56:33.721,iqbal
tri-1628966695720,2021-08-15 01:44:55.72,tri
akbar-1632754701084,2021-09-27 21:58:21.084,akbar
iqbal-1626546450589,2021-07-18 01:27:30.589,iqbal
iqbal-1642378085657,2022-01-17 07:08:05.657,iqbal
jefri-1648721488360,2022-03-31 17:11:28.36,jefri
iqbal-1621419073567,2021-05-19 17:11:13.567,iqbal
iqbal-1648036354235,2022-03-23 18:52:34.235,iqbal
akbar-1631035012814,2021-09-08 00:16:52.814,akbar
jefri-1630044120736,2021-08-27 13:02:00.736,jefri
akbar-1641823304134,2022-01-10 21:01:44.134,akbar
jefri-1639788758390,2021-12-18 07:52:38.39,jefri
jefri-1626832700305,2021-07-21 08:58:20.305,jefri
akbar-1624276635030,2021-06-21 18:57:15.03,akbar
akbar-1631669473699,2021-09-15 08:31:13.699,akbar
iqbal-1644161963026,2022-02-06 22:39:23.026,iqbal
akbar-1622216934882,2021-05-28 22:48:54.882,akbar
akbar-1648888078097,2022-04-02 15:27:58.097,akbar
tri-1637891801253,2021-11-26 08:56:41.253,tri
iqbal-1634182930638,2021-10-14 10:42:10.638,iqbal
akbar-1636457167676,2021-11-09 18:26:07.676,akbar
akbar-1628876899960,2021-08-14 00:48:19.96,akbar
jefri-1622329410660,2021-05-30 06:03:30.66,jefri
akbar-1644888691304,2022-02-15 08:31:31.304,akbar
tri-1642939501830,2022-01-23 19:05:01.83,tri
iqbal-1629425276209,2021-08-20 09:07:56.209,iqbal
tri-1638944974256,2021-12-08 13:29:34.256,tri
jefri-1620139115688,2021-05-04 21:38:35.688,jefri
tri-1621053725319,2021-05-15 11:42:05.319,tri
iqbal-1627893500818,2021-08-02 15:38:20.818,iqbal
akbar-1641645504293,2022-01-08 19:38:24.293,akbar
jefri-1619182520009,2021-04-23 19:55:20.009,jefri
tri-1621375336306,2021-05-19 05:02:16.306,tri
jefri-1631513768530,2021-09-13 13:16:08.53,jefri
jefri-1646555761718,2022-03-06 15:36:01.718,jefri
iqbal-1643343167336,2022-01-28 11:12:47.336,iqbal
jefri-1629404232193,2021-08-20 03:17:12.193,jefri
iqbal-1627093791468,2021-07-24 09:29:51.468,iqbal
iqbal-1619141430499,2021-04-23 08:30:30.499,iqbal
iqbal-1640162409710,2021-12-22 15:40:09.71,iqbal
tri-1647164186003,2022-03-13 16:36:26.003,tri
iqbal-1649249310269,2022-04-06 19:48:30.269,iqbal
tri-1630289050867,2021-08-30 09:04:10.867,tri
akbar-1636223628133,2021-11-07 01:33:48.133,akbar
jefri-1649243956367,2022-04-06 18:19:16.367,jefri
iqbal-1623808331242,2021-06-16 08:52:11.242,iqbal
iqbal-1640498339633,2021-12-26 12:58:59.633,iqbal
jefri-1621539254004,2021-05-21 02:34:14.004,jefri
jefri-1627381462690,2021-07-27 17:24:22.69,jefri
tri-1643148372021,2022-01-26 05:06:12.021,tri
iqbal-1628070493090,2021-08-04 16:48:13.09,iqbal
akbar-1643265168636,2022-01-27 13:32:48.636,akbar
akbar-1635111751281,2021-10-25 04:42:31.281,akbar
akbar-1634955047184,2021-10-23 09:10:47.184,akbar
jefri-1625481715967,2021-07-05 17:41:55.967,jefri
jefri-1643086650717,2022-01-25 11:57:30.717,jefri
iqbal-1634739974001,2021-10-20 21:26:14.001,iqbal
akbar-1648768932670,2022-04-01 06:22:12.67,akbar
iqbal-1622957537599,2021-06-06 12:32:17.599,iqbal
akbar-1639864741890,2021-12-19 04:59:01.89,akbar
tri-1647031056517,2022-03-12 03:37:36.517,tri
jefri-1636267294822,2021-11-07 13:41:34.822,jefri
akbar-1638393172545,2021-12-02 04:12:52.545,akbar
